timestamp,open,high,low,close,volume
2026-04-15T00:00:00Z,4835.2,4838.9,4827.2,4834.4,65.3555
2026-04-15T01:00:00Z,4835.2,4870.8,4828.8,4847.0,407.3404
2026-04-15T02:00:00Z,4846.8,4852.9,4821.1,4823.9,183.5243
2026-04-15T03:00:00Z,4824.0,4827.6,4817.6,4825.6,123.529
2026-04-15T04:00:00Z,4823.0,4826.7,4820.9,4824.4,150.5913
2026-04-15T05:00:00Z,4826.0,4828.9,4812.8,4820.0,691.1287
2026-04-15T06:00:00Z,4819.6,4822.7,4811.0,4811.6,313.5004
2026-04-15T07:00:00Z,4811.5,4814.3,4804.7,4810.9,135.2967
2026-04-15T08:00:00Z,4810.8,4820.8,4806.3,4818.4,242.4836
2026-04-15T09:00:00Z,4818.9,4819.6,4787.9,4800.4,628.7619
2026-04-15T10:00:00Z,4799.7,4806.4,4792.4,4802.8,440.9526
2026-04-15T11:00:00Z,4801.8,4816.3,4798.1,4815.7,501.4689
2026-04-15T12:00:00Z,4814.3,4818.1,4809.8,4813.9,1030.5318
2026-04-15T13:00:00Z,4813.9,4832.6,4811.4,4832.1,695.7198
2026-04-15T14:00:00Z,4832.1,4832.6,4814.7,4817.3,868.6294
2026-04-15T15:00:00Z,4816.4,4817.4,4789.7,4802.9,911.3449
2026-04-15T16:00:00Z,4803.1,4813.3,4803.1,4806.8,486.8759
2026-04-15T17:00:00Z,4806.7,4809.9,4794.6,4795.2,97.2178
2026-04-15T18:00:00Z,4795.7,4804.4,4793.6,4802.1,77.6799
2026-04-15T19:00:00Z,4802.0,4805.0,4797.1,4797.5,270.6749
2026-04-15T20:00:00Z,4798.2,4798.4,4790.0,4791.2,240.2368
2026-04-15T21:00:00Z,4791.2,4799.2,4790.5,4796.6,189.509
2026-04-15T22:00:00Z,4796.2,4812.0,4793.2,4809.8,235.3911
2026-04-15T23:00:00Z,4809.7,4826.9,4809.7,4823.5,180.1477
2026-04-16T00:00:00Z,4823.5,4837.6,4821.9,4834.3,339.2728
2026-04-16T01:00:00Z,4834.2,4835.0,4813.3,4818.9,186.7173
2026-04-16T02:00:00Z,4818.9,4824.3,4814.1,4821.0,82.0049
2026-04-16T03:00:00Z,4821.0,4827.2,4821.0,4825.0,33.222
2026-04-16T04:00:00Z,4824.6,4833.9,4824.1,4833.9,90.2576
2026-04-16T05:00:00Z,4833.8,4839.1,4823.8,4823.9,183.0974
2026-04-16T06:00:00Z,4823.9,4829.8,4816.7,4827.7,172.8074
2026-04-16T07:00:00Z,4827.6,4829.9,4820.0,4823.0,102.7924
2026-04-16T08:00:00Z,4822.8,4822.8,4808.8,4814.6,158.8452
2026-04-16T09:00:00Z,4814.0,4818.3,4808.6,4813.4,99.8006
2026-04-16T10:00:00Z,4814.0,4819.8,4807.9,4819.8,109.5485
2026-04-16T11:00:00Z,4819.8,4823.9,4817.8,4823.9,129.0826
2026-04-16T12:00:00Z,4823.7,4824.7,4814.4,4818.5,230.028
2026-04-16T13:00:00Z,4818.7,4826.8,4787.2,4796.6,344.8079
2026-04-16T14:00:00Z,4796.9,4807.8,4772.7,4792.4,500.1573
2026-04-16T15:00:00Z,4792.2,4813.1,4791.5,4808.3,261.121
2026-04-16T16:00:00Z,4809.4,4810.4,4789.2,4793.1,157.3309
2026-04-16T17:00:00Z,4793.4,4796.0,4783.4,4790.6,107.9922
2026-04-16T18:00:00Z,4791.1,4795.3,4789.2,4791.7,147.7871
2026-04-16T19:00:00Z,4791.8,4800.7,4791.8,4797.0,325.1947
2026-04-16T20:00:00Z,4796.9,4796.9,4787.9,4792.5,66.0169
2026-04-16T21:00:00Z,4792.5,4793.3,4783.8,4786.5,177.6126
